tree,branch
DDQCDGJets/crantibbantigg;1,lead_pho_pt
DDQCDGJets/crantibbantigg;1,lead_pho_eta
DDQCDGJets/crantibbantigg;1,lead_pho_phi
DDQCDGJets/crantibbantigg;1,sublead_pho_pt
DDQCDGJets/crantibbantigg;1,sublead_pho_eta
DDQCDGJets/crantibbantigg;1,sublead_pho_phi
DDQCDGJets/crantibbantigg;1,lead_bjet_pt
DDQCDGJets/crantibbantigg;1,lead_bjet_eta
DDQCDGJets/crantibbantigg;1,lead_bjet_phi
DDQCDGJets/crantibbantigg;1,sublead_bjet_pt
DDQCDGJets/crantibbantigg;1,sublead_bjet_eta
DDQCDGJets/crantibbantigg;1,sublead_bjet_phi
DDQCDGJets/crantibbantigg;1,dibjet_mass
DDQCDGJets/crantibbantigg;1,diphoton_mass
DDQCDGJets/crantibbantigg;1,bbgg_mass
DDQCDGJets/crantibbantigg;1,dibjet_pt
DDQCDGJets/crantibbantigg;1,diphoton_pt
DDQCDGJets/crantibbantigg;1,bbgg_pt
DDQCDGJets/crantibbantigg;1,bbgg_eta
DDQCDGJets/crantibbantigg;1,bbgg_phi
DDQCDGJets/crantibbantigg;1,DeltaPhi_j1MET
DDQCDGJets/crantibbantigg;1,DeltaPhi_j2MET
DDQCDGJets/crantibbantigg;1,Res_chi_t0
DDQCDGJets/crantibbantigg;1,Res_chi_t1
DDQCDGJets/crantibbantigg;1,lepton1_mvaID
DDQCDGJets/crantibbantigg;1,lepton1_pt
DDQCDGJets/crantibbantigg;1,lepton1_pfIsoId
DDQCDGJets/crantibbantigg;1,n_jets
DDQCDGJets/crantibbantigg;1,weight_central
DDQCDGJets/crantibbantigg;1,dibjet_eta
DDQCDGJets/crantibbantigg;1,dibjet_phi
DDQCDGJets/crantibbantigg;1,diphoton_eta
DDQCDGJets/crantibbantigg;1,diphoton_phi
DDQCDGJets/crantibbantigg;1,lead_bjet_PNetB
DDQCDGJets/crantibbantigg;1,sublead_bjet_PNetB
DDQCDGJets/crantibbantigg;1,lead_bjet_PNetRegPtRawRes
DDQCDGJets/crantibbantigg;1,sublead_bjet_PNetRegPtRawRes
DDQCDGJets/crantibbantigg;1,pholead_PtOverM
DDQCDGJets/crantibbantigg;1,phosublead_PtOverM
DDQCDGJets/crantibbantigg;1,FirstJet_PtOverM
DDQCDGJets/crantibbantigg;1,SecondJet_PtOverM
DDQCDGJets/crantibbantigg;1,CosThetaStar_CS
DDQCDGJets/crantibbantigg;1,CosThetaStar_jj
DDQCDGJets/crantibbantigg;1,CosThetaStar_gg
DDQCDGJets/crantibbantigg;1,DeltaR_jg_min
DDQCDGJets/crantibbantigg;1,lead_pt_over_diphoton_mass
DDQCDGJets/crantibbantigg;1,sublead_pt_over_diphoton_mass
DDQCDGJets/crantibbantigg;1,lead_pt_over_dibjet_mass
DDQCDGJets/crantibbantigg;1,sublead_pt_over_dibjet_mass
DDQCDGJets/crantibbantigg;1,diphoton_bbgg_mass
DDQCDGJets/crantibbantigg;1,dibjet_bbgg_mass
DDQCDGJets/crantibbantigg;1,lead_pho_mvaID_WP90
DDQCDGJets/crantibbantigg;1,lead_pho_mvaID_WP80
DDQCDGJets/crantibbantigg;1,sublead_pho_mvaID_WP90
DDQCDGJets/crantibbantigg;1,sublead_pho_mvaID_WP80
DDQCDGJets/crantibbantigg;1,lead_pho_mvaID
DDQCDGJets/crantibbantigg;1,sublead_pho_mvaID
DDQCDGJets/crantibbantigg;1,max_gamma_MVA_ID
DDQCDGJets/crantibbantigg;1,preselection
DDQCDGJets/crantibbantigg;1,selection
DDQCDGJets/crantibbantigg;1,srbbgg
DDQCDGJets/crantibbantigg;1,srbbggMET
DDQCDGJets/crantibbantigg;1,crbbantigg
DDQCDGJets/crantibbantigg;1,crantibbgg
DDQCDGJets/crantibbantigg;1,crantibbantigg
DDQCDGJets/crantibbantigg;1,sideband
DDQCDGJets/crantibbantigg;1,idmva_sideband
DDQCDGJets/crantibbantigg;1,idmva_presel
DDQCDGJets/crantibbantigg;1,DeltaR_j1g1
DDQCDGJets/crantibbantigg;1,DeltaR_j2g1
DDQCDGJets/crantibbantigg;1,DeltaR_j1g2
DDQCDGJets/crantibbantigg;1,DeltaR_j2g2
DDQCDGJets/crantibbantigg;1,signal
DDQCDGJets/crantibbantigg;1,isdata
DDQCDGJets/crantibbantigg;1,isdd
DDQCDGJets/crantibbantigg;1,run
DDQCDGJets/crantibbantigg;1,lumi
DDQCDGJets/crantibbantigg;1,event
DDQCDGJets/crantibbantigg;1,weight_preselection
DDQCDGJets/crantibbantigg;1,weight_selection
DDQCDGJets/crantibbantigg;1,weight_srbbgg
DDQCDGJets/crantibbantigg;1,weight_srbbggMET
DDQCDGJets/crantibbantigg;1,weight_crbbantigg
DDQCDGJets/crantibbantigg;1,weight_crantibbgg
DDQCDGJets/crantibbantigg;1,weight_crantibbantigg
DDQCDGJets/crantibbantigg;1,weight_sideband
DDQCDGJets/crantibbantigg;1,weight_idmva_sideband
DDQCDGJets/crantibbantigg;1,weight_idmva_presel
DDQCDGJets/sideband;1,lead_pho_pt
DDQCDGJets/sideband;1,lead_pho_eta
DDQCDGJets/sideband;1,lead_pho_phi
DDQCDGJets/sideband;1,sublead_pho_pt
DDQCDGJets/sideband;1,sublead_pho_eta
DDQCDGJets/sideband;1,sublead_pho_phi
DDQCDGJets/sideband;1,lead_bjet_pt
DDQCDGJets/sideband;1,lead_bjet_eta
DDQCDGJets/sideband;1,lead_bjet_phi
DDQCDGJets/sideband;1,sublead_bjet_pt
DDQCDGJets/sideband;1,sublead_bjet_eta
DDQCDGJets/sideband;1,sublead_bjet_phi
DDQCDGJets/sideband;1,dibjet_mass
DDQCDGJets/sideband;1,diphoton_mass
DDQCDGJets/sideband;1,bbgg_mass
DDQCDGJets/sideband;1,dibjet_pt
DDQCDGJets/sideband;1,diphoton_pt
DDQCDGJets/sideband;1,bbgg_pt
DDQCDGJets/sideband;1,bbgg_eta
DDQCDGJets/sideband;1,bbgg_phi
DDQCDGJets/sideband;1,DeltaPhi_j1MET
DDQCDGJets/sideband;1,DeltaPhi_j2MET
DDQCDGJets/sideband;1,Res_chi_t0
DDQCDGJets/sideband;1,Res_chi_t1
DDQCDGJets/sideband;1,lepton1_mvaID
DDQCDGJets/sideband;1,lepton1_pt
DDQCDGJets/sideband;1,lepton1_pfIsoId
DDQCDGJets/sideband;1,n_jets
DDQCDGJets/sideband;1,weight_central
DDQCDGJets/sideband;1,dibjet_eta
DDQCDGJets/sideband;1,dibjet_phi
DDQCDGJets/sideband;1,diphoton_eta
DDQCDGJets/sideband;1,diphoton_phi
DDQCDGJets/sideband;1,lead_bjet_PNetB
DDQCDGJets/sideband;1,sublead_bjet_PNetB
DDQCDGJets/sideband;1,lead_bjet_PNetRegPtRawRes
DDQCDGJets/sideband;1,sublead_bjet_PNetRegPtRawRes
DDQCDGJets/sideband;1,pholead_PtOverM
DDQCDGJets/sideband;1,phosublead_PtOverM
DDQCDGJets/sideband;1,FirstJet_PtOverM
DDQCDGJets/sideband;1,SecondJet_PtOverM
DDQCDGJets/sideband;1,CosThetaStar_CS
DDQCDGJets/sideband;1,CosThetaStar_jj
DDQCDGJets/sideband;1,CosThetaStar_gg
DDQCDGJets/sideband;1,DeltaR_jg_min
DDQCDGJets/sideband;1,lead_pt_over_diphoton_mass
DDQCDGJets/sideband;1,sublead_pt_over_diphoton_mass
DDQCDGJets/sideband;1,lead_pt_over_dibjet_mass
DDQCDGJets/sideband;1,sublead_pt_over_dibjet_mass
DDQCDGJets/sideband;1,diphoton_bbgg_mass
DDQCDGJets/sideband;1,dibjet_bbgg_mass
DDQCDGJets/sideband;1,lead_pho_mvaID_WP90
DDQCDGJets/sideband;1,lead_pho_mvaID_WP80
DDQCDGJets/sideband;1,sublead_pho_mvaID_WP90
DDQCDGJets/sideband;1,sublead_pho_mvaID_WP80
DDQCDGJets/sideband;1,lead_pho_mvaID
DDQCDGJets/sideband;1,sublead_pho_mvaID
DDQCDGJets/sideband;1,max_gamma_MVA_ID
DDQCDGJets/sideband;1,preselection
DDQCDGJets/sideband;1,selection
DDQCDGJets/sideband;1,srbbgg
DDQCDGJets/sideband;1,srbbggMET
DDQCDGJets/sideband;1,crbbantigg
DDQCDGJets/sideband;1,crantibbgg
DDQCDGJets/sideband;1,crantibbantigg
DDQCDGJets/sideband;1,sideband
DDQCDGJets/sideband;1,idmva_sideband
DDQCDGJets/sideband;1,idmva_presel
DDQCDGJets/sideband;1,DeltaR_j1g1
DDQCDGJets/sideband;1,DeltaR_j2g1
DDQCDGJets/sideband;1,DeltaR_j1g2
DDQCDGJets/sideband;1,DeltaR_j2g2
DDQCDGJets/sideband;1,signal
DDQCDGJets/sideband;1,isdata
DDQCDGJets/sideband;1,isdd
DDQCDGJets/sideband;1,run
DDQCDGJets/sideband;1,lumi
DDQCDGJets/sideband;1,event
DDQCDGJets/sideband;1,weight_preselection
DDQCDGJets/sideband;1,weight_selection
DDQCDGJets/sideband;1,weight_srbbgg
DDQCDGJets/sideband;1,weight_srbbggMET
DDQCDGJets/sideband;1,weight_crbbantigg
DDQCDGJets/sideband;1,weight_crantibbgg
DDQCDGJets/sideband;1,weight_crantibbantigg
DDQCDGJets/sideband;1,weight_sideband
DDQCDGJets/sideband;1,weight_idmva_sideband
DDQCDGJets/sideband;1,weight_idmva_presel
DDQCDGJets/idmva_sideband;1,lead_pho_pt
DDQCDGJets/idmva_sideband;1,lead_pho_eta
DDQCDGJets/idmva_sideband;1,lead_pho_phi
DDQCDGJets/idmva_sideband;1,sublead_pho_pt
DDQCDGJets/idmva_sideband;1,sublead_pho_eta
DDQCDGJets/idmva_sideband;1,sublead_pho_phi
DDQCDGJets/idmva_sideband;1,lead_bjet_pt
DDQCDGJets/idmva_sideband;1,lead_bjet_eta
DDQCDGJets/idmva_sideband;1,lead_bjet_phi
DDQCDGJets/idmva_sideband;1,sublead_bjet_pt
DDQCDGJets/idmva_sideband;1,sublead_bjet_eta
DDQCDGJets/idmva_sideband;1,sublead_bjet_phi
DDQCDGJets/idmva_sideband;1,dibjet_mass
DDQCDGJets/idmva_sideband;1,diphoton_mass
DDQCDGJets/idmva_sideband;1,bbgg_mass
DDQCDGJets/idmva_sideband;1,dibjet_pt
DDQCDGJets/idmva_sideband;1,diphoton_pt
DDQCDGJets/idmva_sideband;1,bbgg_pt
DDQCDGJets/idmva_sideband;1,bbgg_eta
DDQCDGJets/idmva_sideband;1,bbgg_phi
DDQCDGJets/idmva_sideband;1,DeltaPhi_j1MET
DDQCDGJets/idmva_sideband;1,DeltaPhi_j2MET
DDQCDGJets/idmva_sideband;1,Res_chi_t0
DDQCDGJets/idmva_sideband;1,Res_chi_t1
DDQCDGJets/idmva_sideband;1,lepton1_mvaID
DDQCDGJets/idmva_sideband;1,lepton1_pt
DDQCDGJets/idmva_sideband;1,lepton1_pfIsoId
DDQCDGJets/idmva_sideband;1,n_jets
DDQCDGJets/idmva_sideband;1,weight_central
DDQCDGJets/idmva_sideband;1,dibjet_eta
DDQCDGJets/idmva_sideband;1,dibjet_phi
DDQCDGJets/idmva_sideband;1,diphoton_eta
DDQCDGJets/idmva_sideband;1,diphoton_phi
DDQCDGJets/idmva_sideband;1,lead_bjet_PNetB
DDQCDGJets/idmva_sideband;1,sublead_bjet_PNetB
DDQCDGJets/idmva_sideband;1,lead_bjet_PNetRegPtRawRes
DDQCDGJets/idmva_sideband;1,sublead_bjet_PNetRegPtRawRes
DDQCDGJets/idmva_sideband;1,pholead_PtOverM
DDQCDGJets/idmva_sideband;1,phosublead_PtOverM
DDQCDGJets/idmva_sideband;1,FirstJet_PtOverM
DDQCDGJets/idmva_sideband;1,SecondJet_PtOverM
DDQCDGJets/idmva_sideband;1,CosThetaStar_CS
DDQCDGJets/idmva_sideband;1,CosThetaStar_jj
DDQCDGJets/idmva_sideband;1,CosThetaStar_gg
DDQCDGJets/idmva_sideband;1,DeltaR_jg_min
DDQCDGJets/idmva_sideband;1,lead_pt_over_diphoton_mass
DDQCDGJets/idmva_sideband;1,sublead_pt_over_diphoton_mass
DDQCDGJets/idmva_sideband;1,lead_pt_over_dibjet_mass
DDQCDGJets/idmva_sideband;1,sublead_pt_over_dibjet_mass
DDQCDGJets/idmva_sideband;1,diphoton_bbgg_mass
DDQCDGJets/idmva_sideband;1,dibjet_bbgg_mass
DDQCDGJets/idmva_sideband;1,lead_pho_mvaID_WP90
DDQCDGJets/idmva_sideband;1,lead_pho_mvaID_WP80
DDQCDGJets/idmva_sideband;1,sublead_pho_mvaID_WP90
DDQCDGJets/idmva_sideband;1,sublead_pho_mvaID_WP80
DDQCDGJets/idmva_sideband;1,lead_pho_mvaID
DDQCDGJets/idmva_sideband;1,sublead_pho_mvaID
DDQCDGJets/idmva_sideband;1,max_gamma_MVA_ID
DDQCDGJets/idmva_sideband;1,preselection
DDQCDGJets/idmva_sideband;1,selection
DDQCDGJets/idmva_sideband;1,srbbgg
DDQCDGJets/idmva_sideband;1,srbbggMET
DDQCDGJets/idmva_sideband;1,crbbantigg
DDQCDGJets/idmva_sideband;1,crantibbgg
DDQCDGJets/idmva_sideband;1,crantibbantigg
DDQCDGJets/idmva_sideband;1,sideband
DDQCDGJets/idmva_sideband;1,idmva_sideband
DDQCDGJets/idmva_sideband;1,idmva_presel
DDQCDGJets/idmva_sideband;1,DeltaR_j1g1
DDQCDGJets/idmva_sideband;1,DeltaR_j2g1
DDQCDGJets/idmva_sideband;1,DeltaR_j1g2
DDQCDGJets/idmva_sideband;1,DeltaR_j2g2
DDQCDGJets/idmva_sideband;1,signal
DDQCDGJets/idmva_sideband;1,isdata
DDQCDGJets/idmva_sideband;1,isdd
DDQCDGJets/idmva_sideband;1,run
DDQCDGJets/idmva_sideband;1,lumi
DDQCDGJets/idmva_sideband;1,event
DDQCDGJets/idmva_sideband;1,weight_preselection
DDQCDGJets/idmva_sideband;1,weight_selection
DDQCDGJets/idmva_sideband;1,weight_srbbgg
DDQCDGJets/idmva_sideband;1,weight_srbbggMET
DDQCDGJets/idmva_sideband;1,weight_crbbantigg
DDQCDGJets/idmva_sideband;1,weight_crantibbgg
DDQCDGJets/idmva_sideband;1,weight_crantibbantigg
DDQCDGJets/idmva_sideband;1,weight_sideband
DDQCDGJets/idmva_sideband;1,weight_idmva_sideband
DDQCDGJets/idmva_sideband;1,weight_idmva_presel
DDQCDGJets/idmva_presel;1,lead_pho_pt
DDQCDGJets/idmva_presel;1,lead_pho_eta
DDQCDGJets/idmva_presel;1,lead_pho_phi
DDQCDGJets/idmva_presel;1,sublead_pho_pt
DDQCDGJets/idmva_presel;1,sublead_pho_eta
DDQCDGJets/idmva_presel;1,sublead_pho_phi
DDQCDGJets/idmva_presel;1,lead_bjet_pt
DDQCDGJets/idmva_presel;1,lead_bjet_eta
DDQCDGJets/idmva_presel;1,lead_bjet_phi
DDQCDGJets/idmva_presel;1,sublead_bjet_pt
DDQCDGJets/idmva_presel;1,sublead_bjet_eta
DDQCDGJets/idmva_presel;1,sublead_bjet_phi
DDQCDGJets/idmva_presel;1,dibjet_mass
DDQCDGJets/idmva_presel;1,diphoton_mass
DDQCDGJets/idmva_presel;1,bbgg_mass
DDQCDGJets/idmva_presel;1,dibjet_pt
DDQCDGJets/idmva_presel;1,diphoton_pt
DDQCDGJets/idmva_presel;1,bbgg_pt
DDQCDGJets/idmva_presel;1,bbgg_eta
DDQCDGJets/idmva_presel;1,bbgg_phi
DDQCDGJets/idmva_presel;1,DeltaPhi_j1MET
DDQCDGJets/idmva_presel;1,DeltaPhi_j2MET
DDQCDGJets/idmva_presel;1,Res_chi_t0
DDQCDGJets/idmva_presel;1,Res_chi_t1
DDQCDGJets/idmva_presel;1,lepton1_mvaID
DDQCDGJets/idmva_presel;1,lepton1_pt
DDQCDGJets/idmva_presel;1,lepton1_pfIsoId
DDQCDGJets/idmva_presel;1,n_jets
DDQCDGJets/idmva_presel;1,weight_central
DDQCDGJets/idmva_presel;1,dibjet_eta
DDQCDGJets/idmva_presel;1,dibjet_phi
DDQCDGJets/idmva_presel;1,diphoton_eta
DDQCDGJets/idmva_presel;1,diphoton_phi
DDQCDGJets/idmva_presel;1,lead_bjet_PNetB
DDQCDGJets/idmva_presel;1,sublead_bjet_PNetB
DDQCDGJets/idmva_presel;1,lead_bjet_PNetRegPtRawRes
DDQCDGJets/idmva_presel;1,sublead_bjet_PNetRegPtRawRes
DDQCDGJets/idmva_presel;1,pholead_PtOverM
DDQCDGJets/idmva_presel;1,phosublead_PtOverM
DDQCDGJets/idmva_presel;1,FirstJet_PtOverM
DDQCDGJets/idmva_presel;1,SecondJet_PtOverM
DDQCDGJets/idmva_presel;1,CosThetaStar_CS
DDQCDGJets/idmva_presel;1,CosThetaStar_jj
DDQCDGJets/idmva_presel;1,CosThetaStar_gg
DDQCDGJets/idmva_presel;1,DeltaR_jg_min
DDQCDGJets/idmva_presel;1,lead_pt_over_diphoton_mass
DDQCDGJets/idmva_presel;1,sublead_pt_over_diphoton_mass
DDQCDGJets/idmva_presel;1,lead_pt_over_dibjet_mass
DDQCDGJets/idmva_presel;1,sublead_pt_over_dibjet_mass
DDQCDGJets/idmva_presel;1,diphoton_bbgg_mass
DDQCDGJets/idmva_presel;1,dibjet_bbgg_mass
DDQCDGJets/idmva_presel;1,lead_pho_mvaID_WP90
DDQCDGJets/idmva_presel;1,lead_pho_mvaID_WP80
DDQCDGJets/idmva_presel;1,sublead_pho_mvaID_WP90
DDQCDGJets/idmva_presel;1,sublead_pho_mvaID_WP80
DDQCDGJets/idmva_presel;1,lead_pho_mvaID
DDQCDGJets/idmva_presel;1,sublead_pho_mvaID
DDQCDGJets/idmva_presel;1,max_gamma_MVA_ID
DDQCDGJets/idmva_presel;1,preselection
DDQCDGJets/idmva_presel;1,selection
DDQCDGJets/idmva_presel;1,srbbgg
DDQCDGJets/idmva_presel;1,srbbggMET
DDQCDGJets/idmva_presel;1,crbbantigg
DDQCDGJets/idmva_presel;1,crantibbgg
DDQCDGJets/idmva_presel;1,crantibbantigg
DDQCDGJets/idmva_presel;1,sideband
DDQCDGJets/idmva_presel;1,idmva_sideband
DDQCDGJets/idmva_presel;1,idmva_presel
DDQCDGJets/idmva_presel;1,DeltaR_j1g1
DDQCDGJets/idmva_presel;1,DeltaR_j2g1
DDQCDGJets/idmva_presel;1,DeltaR_j1g2
DDQCDGJets/idmva_presel;1,DeltaR_j2g2
DDQCDGJets/idmva_presel;1,signal
DDQCDGJets/idmva_presel;1,isdata
DDQCDGJets/idmva_presel;1,isdd
DDQCDGJets/idmva_presel;1,run
DDQCDGJets/idmva_presel;1,lumi
DDQCDGJets/idmva_presel;1,event
DDQCDGJets/idmva_presel;1,weight_preselection
DDQCDGJets/idmva_presel;1,weight_selection
DDQCDGJets/idmva_presel;1,weight_srbbgg
DDQCDGJets/idmva_presel;1,weight_srbbggMET
DDQCDGJets/idmva_presel;1,weight_crbbantigg
DDQCDGJets/idmva_presel;1,weight_crantibbgg
DDQCDGJets/idmva_presel;1,weight_crantibbantigg
DDQCDGJets/idmva_presel;1,weight_sideband
DDQCDGJets/idmva_presel;1,weight_idmva_sideband
DDQCDGJets/idmva_presel;1,weight_idmva_presel
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pho_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pho_eta
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pho_phi
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pho_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pho_eta
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pho_phi
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_bjet_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_bjet_eta
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_bjet_phi
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_bjet_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_bjet_eta
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_bjet_phi
Data_RunC_EG0_NOTAG_merged/preselection;1,dibjet_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,diphoton_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,bbgg_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,dibjet_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,diphoton_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,bbgg_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,bbgg_eta
Data_RunC_EG0_NOTAG_merged/preselection;1,bbgg_phi
Data_RunC_EG0_NOTAG_merged/preselection;1,DeltaPhi_j1MET
Data_RunC_EG0_NOTAG_merged/preselection;1,DeltaPhi_j2MET
Data_RunC_EG0_NOTAG_merged/preselection;1,Res_chi_t0
Data_RunC_EG0_NOTAG_merged/preselection;1,Res_chi_t1
Data_RunC_EG0_NOTAG_merged/preselection;1,lepton1_mvaID
Data_RunC_EG0_NOTAG_merged/preselection;1,lepton1_pt
Data_RunC_EG0_NOTAG_merged/preselection;1,lepton1_pfIsoId
Data_RunC_EG0_NOTAG_merged/preselection;1,n_jets
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_central
Data_RunC_EG0_NOTAG_merged/preselection;1,dibjet_eta
Data_RunC_EG0_NOTAG_merged/preselection;1,dibjet_phi
Data_RunC_EG0_NOTAG_merged/preselection;1,diphoton_eta
Data_RunC_EG0_NOTAG_merged/preselection;1,diphoton_phi
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_bjet_PNetB
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_bjet_PNetB
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_bjet_PNetRegPtRawRes
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_bjet_PNetRegPtRawRes
Data_RunC_EG0_NOTAG_merged/preselection;1,pholead_PtOverM
Data_RunC_EG0_NOTAG_merged/preselection;1,phosublead_PtOverM
Data_RunC_EG0_NOTAG_merged/preselection;1,FirstJet_PtOverM
Data_RunC_EG0_NOTAG_merged/preselection;1,SecondJet_PtOverM
Data_RunC_EG0_NOTAG_merged/preselection;1,CosThetaStar_CS
Data_RunC_EG0_NOTAG_merged/preselection;1,CosThetaStar_jj
Data_RunC_EG0_NOTAG_merged/preselection;1,CosThetaStar_gg
Data_RunC_EG0_NOTAG_merged/preselection;1,DeltaR_jg_min
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pt_over_diphoton_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pt_over_diphoton_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pt_over_dibjet_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pt_over_dibjet_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,diphoton_bbgg_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,dibjet_bbgg_mass
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pho_mvaID_WP90
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pho_mvaID_WP80
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pho_mvaID_WP90
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pho_mvaID_WP80
Data_RunC_EG0_NOTAG_merged/preselection;1,lead_pho_mvaID
Data_RunC_EG0_NOTAG_merged/preselection;1,sublead_pho_mvaID
Data_RunC_EG0_NOTAG_merged/preselection;1,max_gamma_MVA_ID
Data_RunC_EG0_NOTAG_merged/preselection;1,preselection
Data_RunC_EG0_NOTAG_merged/preselection;1,selection
Data_RunC_EG0_NOTAG_merged/preselection;1,srbbgg
Data_RunC_EG0_NOTAG_merged/preselection;1,srbbggMET
Data_RunC_EG0_NOTAG_merged/preselection;1,crbbantigg
Data_RunC_EG0_NOTAG_merged/preselection;1,crantibbgg
Data_RunC_EG0_NOTAG_merged/preselection;1,crantibbantigg
Data_RunC_EG0_NOTAG_merged/preselection;1,sideband
Data_RunC_EG0_NOTAG_merged/preselection;1,idmva_sideband
Data_RunC_EG0_NOTAG_merged/preselection;1,idmva_presel
Data_RunC_EG0_NOTAG_merged/preselection;1,DeltaR_j1g1
Data_RunC_EG0_NOTAG_merged/preselection;1,DeltaR_j2g1
Data_RunC_EG0_NOTAG_merged/preselection;1,DeltaR_j1g2
Data_RunC_EG0_NOTAG_merged/preselection;1,DeltaR_j2g2
Data_RunC_EG0_NOTAG_merged/preselection;1,signal
Data_RunC_EG0_NOTAG_merged/preselection;1,isdata
Data_RunC_EG0_NOTAG_merged/preselection;1,isdd
Data_RunC_EG0_NOTAG_merged/preselection;1,run
Data_RunC_EG0_NOTAG_merged/preselection;1,lumi
Data_RunC_EG0_NOTAG_merged/preselection;1,event
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_preselection
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_selection
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_srbbgg
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_srbbggMET
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_crbbantigg
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_crantibbgg
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_crantibbantigg
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_sideband
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_idmva_sideband
Data_RunC_EG0_NOTAG_merged/preselection;1,weight_idmva_presel
Data_RunC_EG0_NOTAG_merged/selection;1,lead_pho_pt
Data_RunC_EG0_NOTAG_merged/selection;1,lead_pho_eta
Data_RunC_EG0_NOTAG_merged/selection;1,lead_pho_phi
Data_RunC_EG0_NOTAG_merged/selection;1,sublead_pho_pt
Data_RunC_EG0_NOTAG_merged/selection;1,sublead_pho_eta
Data_RunC_EG0_NOTAG_merged/selection;1,sublead_pho_phi
Data_RunC_EG0_NOTAG_merged/selection;1,lead_bjet_pt
Data_RunC_EG0_NOTAG_merged/selection;1,lead_bjet_eta
Data_RunC_EG0_NOTAG_merged/selection;1,lead_bjet_phi
Data_RunC_EG0_NOTAG_merged/selection;1,sublead_bjet_pt
Data_RunC_EG0_NOTAG_merged/selection;1,sublead_bjet_eta
Data_RunC_EG0_NOTAG_merged/selection;1,sublead_bjet_phi
Data_RunC_EG0_NOTAG_merged/selection;1,dibjet_mass
Data_RunC_EG0_NOTAG_merged/selection;1,diphoton_mass
Data_RunC_EG0_NOTAG_merged/selection;1,bbgg_mass
Data_RunC_EG0_NOTAG_merged/selection;1,dibjet_pt
Data_RunC_EG0_NOTAG_merged/selection;1,diphoton_pt
Data_RunC_EG0_NOTAG_merged/selection;1,bbgg_pt
Data_RunC_EG0_NOTAG_merged/selection;1,bbgg_eta
Data_RunC_EG0_NOTAG_merged/selection;1,bbgg_phi
Data_RunC_EG0_NOTAG_merged/selection;1,DeltaPhi_j1MET
Data_RunC_EG0_NOTAG_merged/selection;1,DeltaPhi_j2MET
Data_RunC_EG0_NOTAG_merged/selection;1,Res_chi_t0
Data_RunC_EG0_NOTAG_merged/selection;1,Res_chi_t1
Data_RunC_EG0_NOTAG_merged/selection;1,lepton1_mvaID
Data_RunC_EG0_NOTAG_merged/selection;1,lepton1_pt
Data_RunC_EG0_NOTAG_merged/selection;1,lepton1_pfIsoId
Data_RunC_EG0_NOTAG_merged/selection;1,n_jets
Data_RunC_EG0_NOTAG_merged/selection;1,weight_central
Data_RunC_EG0_NOTAG_merged/selection;1,dibjet_eta
Data_RunC_EG0_NOTAG_merged/selection;1,dibjet_phi
Data_RunC_EG0_NOTAG_merged/selection;1,diphoton_eta
Data_RunC_EG0_NOTAG_merged/selection;1,diphoton_phi
Data_RunC_EG0_NOTAG_merged/selection;1,lead_bjet_PNetB
