category,value
Different values (UP vs DOWN),fatjet3_pt
Different values (UP vs DOWN),fatjet3_pt_orig
Different values (UP vs DOWN),fatjet3_rawFactor
Different values (UP vs DOWN),fatjet3_subjet1_btagDeepB
Different values (UP vs DOWN),fatjet3_subjet1_eta
Different values (UP vs DOWN),fatjet3_subjet1_mass
Different values (UP vs DOWN),fatjet3_subjet1_phi
Different values (UP vs DOWN),fatjet3_subjet1_pt
Different values (UP vs DOWN),fatjet3_subjet1_rawFactor
Different values (UP vs DOWN),fatjet3_subjet2_btagDeepB
Different values (UP vs DOWN),fatjet3_subjet2_eta
Different values (UP vs DOWN),fatjet3_subjet2_mass
Different values (UP vs DOWN),fatjet3_subjet2_phi
Different values (UP vs DOWN),fatjet3_subjet2_pt
Different values (UP vs DOWN),fatjet3_subjet2_rawFactor
Different values (UP vs DOWN),fatjet3_tau1
Different values (UP vs DOWN),fatjet3_tau2
Different values (UP vs DOWN),fatjet3_tau3
Different values (UP vs DOWN),fatjet3_tau4
Different values (UP vs DOWN),fatjet4_area
Different values (UP vs DOWN),fatjet4_btagDDBvLV2
Different values (UP vs DOWN),fatjet4_btagDDCvBV2
Different values (UP vs DOWN),fatjet4_btagDDCvLV2
Different values (UP vs DOWN),fatjet4_btagDeepB
Different values (UP vs DOWN),fatjet4_btagHbb
Different values (UP vs DOWN),fatjet4_eta
Different values (UP vs DOWN),fatjet4_genFlav
Different values (UP vs DOWN),fatjet4_genMatched
Different values (UP vs DOWN),fatjet4_genMatched_Hbb
Different values (UP vs DOWN),fatjet4_genjetAK8_eta
Different values (UP vs DOWN),fatjet4_genjetAK8_hadronFlavour
Different values (UP vs DOWN),fatjet4_genjetAK8_mass
Different values (UP vs DOWN),fatjet4_genjetAK8_partonFlavour
Different values (UP vs DOWN),fatjet4_genjetAK8_phi
Different values (UP vs DOWN),fatjet4_genjetAK8_pt
Different values (UP vs DOWN),fatjet4_hadronFlavour
Different values (UP vs DOWN),fatjet4_jetId
Different values (UP vs DOWN),fatjet4_mass
Different values (UP vs DOWN),fatjet4_msoftdrop
Different values (UP vs DOWN),fatjet4_n2b1
Different values (UP vs DOWN),fatjet4_n3b1
Different values (UP vs DOWN),fatjet4_nBHadrons
Different values (UP vs DOWN),fatjet4_nCHadrons
Different values (UP vs DOWN),fatjet4_nConstituents
Different values (UP vs DOWN),fatjet4_particleNetWithMass_HbbvsQCD
Different values (UP vs DOWN),fatjet4_particleNetWithMass_QCD
Different values (UP vs DOWN),fatjet4_particleNet_QCD
Different values (UP vs DOWN),fatjet4_particleNet_QCD0HF
Different values (UP vs DOWN),fatjet4_particleNet_QCD1HF
Different values (UP vs DOWN),fatjet4_particleNet_QCD2HF
Different values (UP vs DOWN),fatjet4_particleNet_XbbVsQCD
Different values (UP vs DOWN),fatjet4_particleNet_XccVsQCD
Different values (UP vs DOWN),fatjet4_particleNet_XggVsQCD
Different values (UP vs DOWN),fatjet4_particleNet_XqqVsQCD
Different values (UP vs DOWN),fatjet4_particleNet_massCorr
Different values (UP vs DOWN),fatjet4_phi
Different values (UP vs DOWN),fatjet4_pt
Different values (UP vs DOWN),fatjet4_pt_orig
Different values (UP vs DOWN),fatjet4_rawFactor
Different values (UP vs DOWN),fatjet4_subjet1_btagDeepB
Different values (UP vs DOWN),fatjet4_subjet1_eta
Different values (UP vs DOWN),fatjet4_subjet1_mass
Different values (UP vs DOWN),fatjet4_subjet1_phi
Different values (UP vs DOWN),fatjet4_subjet1_pt
Different values (UP vs DOWN),fatjet4_subjet1_rawFactor
Different values (UP vs DOWN),fatjet4_subjet2_btagDeepB
Different values (UP vs DOWN),fatjet4_subjet2_eta
Different values (UP vs DOWN),fatjet4_subjet2_mass
Different values (UP vs DOWN),fatjet4_subjet2_phi
Different values (UP vs DOWN),fatjet4_subjet2_pt
Different values (UP vs DOWN),fatjet4_subjet2_rawFactor
Different values (UP vs DOWN),fatjet4_tau1
Different values (UP vs DOWN),fatjet4_tau2
Different values (UP vs DOWN),fatjet4_tau3
Different values (UP vs DOWN),fatjet4_tau4
Different values (UP vs DOWN),fiducialClassicalFlag
Different values (UP vs DOWN),fiducialGeometricFlag
Different values (UP vs DOWN),fixedGridRhoAll
Different values (UP vs DOWN),genHiggs_toGG_eta
Different values (UP vs DOWN),genHiggs_toGG_mass
Different values (UP vs DOWN),genHiggs_toGG_phi
Different values (UP vs DOWN),genHiggs_toGG_pt
Different values (UP vs DOWN),genHiggs_tobb_eta
Different values (UP vs DOWN),genHiggs_tobb_mass
Different values (UP vs DOWN),genHiggs_tobb_phi
Different values (UP vs DOWN),genHiggs_tobb_pt
Different values (UP vs DOWN),genWeight
Different values (UP vs DOWN),gen_CosThetaStar_HH
Different values (UP vs DOWN),gen_mHH
Different values (UP vs DOWN),gen_pT_HH
Different values (UP vs DOWN),is_Res
Different values (UP vs DOWN),is_Res_DNNpair
Different values (UP vs DOWN),is_nonRes
Different values (UP vs DOWN),is_nonResReg
Different values (UP vs DOWN),is_nonResReg_DNNpair
Different values (UP vs DOWN),jet10_PNetRegPtRawCorr
Different values (UP vs DOWN),jet10_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet10_PNetRegPtRawRes
Different values (UP vs DOWN),jet10_btagDeepFlav_B
Different values (UP vs DOWN),jet10_btagDeepFlav_CvB
Different values (UP vs DOWN),jet10_btagDeepFlav_CvL
Different values (UP vs DOWN),jet10_btagDeepFlav_QG
Different values (UP vs DOWN),jet10_btagPNetB
Different values (UP vs DOWN),jet10_btagPNetQvG
Different values (UP vs DOWN),jet10_btagRobustParTAK4B
Different values (UP vs DOWN),jet10_btagRobustParTAK4QG
Different values (UP vs DOWN),jet10_chEmEF
Different values (UP vs DOWN),jet10_charge
Different values (UP vs DOWN),jet10_eta
Different values (UP vs DOWN),jet10_genFlav
Different values (UP vs DOWN),jet10_genMatched
Different values (UP vs DOWN),jet10_hFlav
Different values (UP vs DOWN),jet10_index
Different values (UP vs DOWN),jet10_jetId
Different values (UP vs DOWN),jet10_mass
Different values (UP vs DOWN),jet10_muEF
Different values (UP vs DOWN),jet10_neEmEF
Different values (UP vs DOWN),jet10_neHEF
Different values (UP vs DOWN),jet10_phi
Different values (UP vs DOWN),jet10_pt
Different values (UP vs DOWN),jet10_pt_orig
Different values (UP vs DOWN),jet10_rawFactor
Different values (UP vs DOWN),jet1_PNetRegPtRawCorr
Different values (UP vs DOWN),jet1_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet1_PNetRegPtRawRes
Different values (UP vs DOWN),jet1_btagDeepFlav_B
Different values (UP vs DOWN),jet1_btagDeepFlav_CvB
Different values (UP vs DOWN),jet1_btagDeepFlav_CvL
Different values (UP vs DOWN),jet1_btagDeepFlav_QG
Different values (UP vs DOWN),jet1_btagPNetB
Different values (UP vs DOWN),jet1_btagPNetQvG
Different values (UP vs DOWN),jet1_btagRobustParTAK4B
Different values (UP vs DOWN),jet1_btagRobustParTAK4QG
Different values (UP vs DOWN),jet1_chEmEF
Different values (UP vs DOWN),jet1_charge
Different values (UP vs DOWN),jet1_eta
Different values (UP vs DOWN),jet1_genFlav
Different values (UP vs DOWN),jet1_genMatched
Different values (UP vs DOWN),jet1_hFlav
Different values (UP vs DOWN),jet1_index
Different values (UP vs DOWN),jet1_jetId
Different values (UP vs DOWN),jet1_mass
Different values (UP vs DOWN),jet1_muEF
Different values (UP vs DOWN),jet1_neEmEF
Different values (UP vs DOWN),jet1_neHEF
Different values (UP vs DOWN),jet1_phi
Different values (UP vs DOWN),jet1_pt
Different values (UP vs DOWN),jet1_pt_orig
Different values (UP vs DOWN),jet1_rawFactor
Different values (UP vs DOWN),jet2_PNetRegPtRawCorr
Different values (UP vs DOWN),jet2_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet2_PNetRegPtRawRes
Different values (UP vs DOWN),jet2_btagDeepFlav_B
Different values (UP vs DOWN),jet2_btagDeepFlav_CvB
Different values (UP vs DOWN),jet2_btagDeepFlav_CvL
Different values (UP vs DOWN),jet2_btagDeepFlav_QG
Different values (UP vs DOWN),jet2_btagPNetB
Different values (UP vs DOWN),jet2_btagPNetQvG
Different values (UP vs DOWN),jet2_btagRobustParTAK4B
Different values (UP vs DOWN),jet2_btagRobustParTAK4QG
Different values (UP vs DOWN),jet2_chEmEF
Different values (UP vs DOWN),jet2_charge
Different values (UP vs DOWN),jet2_eta
Different values (UP vs DOWN),jet2_genFlav
Different values (UP vs DOWN),jet2_genMatched
Different values (UP vs DOWN),jet2_hFlav
Different values (UP vs DOWN),jet2_index
Different values (UP vs DOWN),jet2_jetId
Different values (UP vs DOWN),jet2_mass
Different values (UP vs DOWN),jet2_muEF
Different values (UP vs DOWN),jet2_neEmEF
Different values (UP vs DOWN),jet2_neHEF
Different values (UP vs DOWN),jet2_phi
Different values (UP vs DOWN),jet2_pt
Different values (UP vs DOWN),jet2_pt_orig
Different values (UP vs DOWN),jet2_rawFactor
Different values (UP vs DOWN),jet3_PNetRegPtRawCorr
Different values (UP vs DOWN),jet3_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet3_PNetRegPtRawRes
Different values (UP vs DOWN),jet3_btagDeepFlav_B
Different values (UP vs DOWN),jet3_btagDeepFlav_CvB
Different values (UP vs DOWN),jet3_btagDeepFlav_CvL
Different values (UP vs DOWN),jet3_btagDeepFlav_QG
Different values (UP vs DOWN),jet3_btagPNetB
Different values (UP vs DOWN),jet3_btagPNetQvG
Different values (UP vs DOWN),jet3_btagRobustParTAK4B
Different values (UP vs DOWN),jet3_btagRobustParTAK4QG
Different values (UP vs DOWN),jet3_chEmEF
Different values (UP vs DOWN),jet3_charge
Different values (UP vs DOWN),jet3_eta
Different values (UP vs DOWN),jet3_genFlav
Different values (UP vs DOWN),jet3_genMatched
Different values (UP vs DOWN),jet3_hFlav
Different values (UP vs DOWN),jet3_index
Different values (UP vs DOWN),jet3_jetId
Different values (UP vs DOWN),jet3_mass
Different values (UP vs DOWN),jet3_muEF
Different values (UP vs DOWN),jet3_neEmEF
Different values (UP vs DOWN),jet3_neHEF
Different values (UP vs DOWN),jet3_phi
Different values (UP vs DOWN),jet3_pt
Different values (UP vs DOWN),jet3_pt_orig
Different values (UP vs DOWN),jet3_rawFactor
Different values (UP vs DOWN),jet4_PNetRegPtRawCorr
Different values (UP vs DOWN),jet4_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet4_PNetRegPtRawRes
Different values (UP vs DOWN),jet4_btagDeepFlav_B
Different values (UP vs DOWN),jet4_btagDeepFlav_CvB
Different values (UP vs DOWN),jet4_btagDeepFlav_CvL
Different values (UP vs DOWN),jet4_btagDeepFlav_QG
Different values (UP vs DOWN),jet4_btagPNetB
Different values (UP vs DOWN),jet4_btagPNetQvG
Different values (UP vs DOWN),jet4_btagRobustParTAK4B
Different values (UP vs DOWN),jet4_btagRobustParTAK4QG
Different values (UP vs DOWN),jet4_chEmEF
Different values (UP vs DOWN),jet4_charge
Different values (UP vs DOWN),jet4_eta
Different values (UP vs DOWN),jet4_genFlav
Different values (UP vs DOWN),jet4_genMatched
Different values (UP vs DOWN),jet4_hFlav
Different values (UP vs DOWN),jet4_index
Different values (UP vs DOWN),jet4_jetId
Different values (UP vs DOWN),jet4_mass
Different values (UP vs DOWN),jet4_muEF
Different values (UP vs DOWN),jet4_neEmEF
Different values (UP vs DOWN),jet4_neHEF
Different values (UP vs DOWN),jet4_phi
Different values (UP vs DOWN),jet4_pt
Different values (UP vs DOWN),jet4_pt_orig
Different values (UP vs DOWN),jet4_rawFactor
Different values (UP vs DOWN),jet5_PNetRegPtRawCorr
Different values (UP vs DOWN),jet5_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet5_PNetRegPtRawRes
Different values (UP vs DOWN),jet5_btagDeepFlav_B
Different values (UP vs DOWN),jet5_btagDeepFlav_CvB
Different values (UP vs DOWN),jet5_btagDeepFlav_CvL
Different values (UP vs DOWN),jet5_btagDeepFlav_QG
Different values (UP vs DOWN),jet5_btagPNetB
Different values (UP vs DOWN),jet5_btagPNetQvG
Different values (UP vs DOWN),jet5_btagRobustParTAK4B
Different values (UP vs DOWN),jet5_btagRobustParTAK4QG
Different values (UP vs DOWN),jet5_chEmEF
Different values (UP vs DOWN),jet5_charge
Different values (UP vs DOWN),jet5_eta
Different values (UP vs DOWN),jet5_genFlav
Different values (UP vs DOWN),jet5_genMatched
Different values (UP vs DOWN),jet5_hFlav
Different values (UP vs DOWN),jet5_index
Different values (UP vs DOWN),jet5_jetId
Different values (UP vs DOWN),jet5_mass
Different values (UP vs DOWN),jet5_muEF
Different values (UP vs DOWN),jet5_neEmEF
Different values (UP vs DOWN),jet5_neHEF
Different values (UP vs DOWN),jet5_phi
Different values (UP vs DOWN),jet5_pt
Different values (UP vs DOWN),jet5_pt_orig
Different values (UP vs DOWN),jet5_rawFactor
Different values (UP vs DOWN),jet6_PNetRegPtRawCorr
Different values (UP vs DOWN),jet6_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet6_PNetRegPtRawRes
Different values (UP vs DOWN),jet6_btagDeepFlav_B
Different values (UP vs DOWN),jet6_btagDeepFlav_CvB
Different values (UP vs DOWN),jet6_btagDeepFlav_CvL
Different values (UP vs DOWN),jet6_btagDeepFlav_QG
Different values (UP vs DOWN),jet6_btagPNetB
Different values (UP vs DOWN),jet6_btagPNetQvG
Different values (UP vs DOWN),jet6_btagRobustParTAK4B
Different values (UP vs DOWN),jet6_btagRobustParTAK4QG
Different values (UP vs DOWN),jet6_chEmEF
Different values (UP vs DOWN),jet6_charge
Different values (UP vs DOWN),jet6_eta
Different values (UP vs DOWN),jet6_genFlav
Different values (UP vs DOWN),jet6_genMatched
Different values (UP vs DOWN),jet6_hFlav
Different values (UP vs DOWN),jet6_index
Different values (UP vs DOWN),jet6_jetId
Different values (UP vs DOWN),jet6_mass
Different values (UP vs DOWN),jet6_muEF
Different values (UP vs DOWN),jet6_neEmEF
Different values (UP vs DOWN),jet6_neHEF
Different values (UP vs DOWN),jet6_phi
Different values (UP vs DOWN),jet6_pt
Different values (UP vs DOWN),jet6_pt_orig
Different values (UP vs DOWN),jet6_rawFactor
Different values (UP vs DOWN),jet7_PNetRegPtRawCorr
Different values (UP vs DOWN),jet7_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet7_PNetRegPtRawRes
Different values (UP vs DOWN),jet7_btagDeepFlav_B
Different values (UP vs DOWN),jet7_btagDeepFlav_CvB
Different values (UP vs DOWN),jet7_btagDeepFlav_CvL
Different values (UP vs DOWN),jet7_btagDeepFlav_QG
Different values (UP vs DOWN),jet7_btagPNetB
Different values (UP vs DOWN),jet7_btagPNetQvG
Different values (UP vs DOWN),jet7_btagRobustParTAK4B
Different values (UP vs DOWN),jet7_btagRobustParTAK4QG
Different values (UP vs DOWN),jet7_chEmEF
Different values (UP vs DOWN),jet7_charge
Different values (UP vs DOWN),jet7_eta
Different values (UP vs DOWN),jet7_genFlav
Different values (UP vs DOWN),jet7_genMatched
Different values (UP vs DOWN),jet7_hFlav
Different values (UP vs DOWN),jet7_index
Different values (UP vs DOWN),jet7_jetId
Different values (UP vs DOWN),jet7_mass
Different values (UP vs DOWN),jet7_muEF
Different values (UP vs DOWN),jet7_neEmEF
Different values (UP vs DOWN),jet7_neHEF
Different values (UP vs DOWN),jet7_phi
Different values (UP vs DOWN),jet7_pt
Different values (UP vs DOWN),jet7_pt_orig
Different values (UP vs DOWN),jet7_rawFactor
Different values (UP vs DOWN),jet8_PNetRegPtRawCorr
Different values (UP vs DOWN),jet8_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet8_PNetRegPtRawRes
Different values (UP vs DOWN),jet8_btagDeepFlav_B
Different values (UP vs DOWN),jet8_btagDeepFlav_CvB
Different values (UP vs DOWN),jet8_btagDeepFlav_CvL
Different values (UP vs DOWN),jet8_btagDeepFlav_QG
Different values (UP vs DOWN),jet8_btagPNetB
Different values (UP vs DOWN),jet8_btagPNetQvG
Different values (UP vs DOWN),jet8_btagRobustParTAK4B
Different values (UP vs DOWN),jet8_btagRobustParTAK4QG
Different values (UP vs DOWN),jet8_chEmEF
Different values (UP vs DOWN),jet8_charge
Different values (UP vs DOWN),jet8_eta
Different values (UP vs DOWN),jet8_genFlav
Different values (UP vs DOWN),jet8_genMatched
Different values (UP vs DOWN),jet8_hFlav
Different values (UP vs DOWN),jet8_index
Different values (UP vs DOWN),jet8_jetId
Different values (UP vs DOWN),jet8_mass
Different values (UP vs DOWN),jet8_muEF
Different values (UP vs DOWN),jet8_neEmEF
Different values (UP vs DOWN),jet8_neHEF
Different values (UP vs DOWN),jet8_phi
Different values (UP vs DOWN),jet8_pt
Different values (UP vs DOWN),jet8_pt_orig
Different values (UP vs DOWN),jet8_rawFactor
Different values (UP vs DOWN),jet9_PNetRegPtRawCorr
Different values (UP vs DOWN),jet9_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),jet9_PNetRegPtRawRes
Different values (UP vs DOWN),jet9_btagDeepFlav_B
Different values (UP vs DOWN),jet9_btagDeepFlav_CvB
Different values (UP vs DOWN),jet9_btagDeepFlav_CvL
Different values (UP vs DOWN),jet9_btagDeepFlav_QG
Different values (UP vs DOWN),jet9_btagPNetB
Different values (UP vs DOWN),jet9_btagPNetQvG
Different values (UP vs DOWN),jet9_btagRobustParTAK4B
Different values (UP vs DOWN),jet9_btagRobustParTAK4QG
Different values (UP vs DOWN),jet9_chEmEF
Different values (UP vs DOWN),jet9_charge
Different values (UP vs DOWN),jet9_eta
Different values (UP vs DOWN),jet9_genFlav
Different values (UP vs DOWN),jet9_genMatched
Different values (UP vs DOWN),jet9_hFlav
Different values (UP vs DOWN),jet9_index
Different values (UP vs DOWN),jet9_jetId
Different values (UP vs DOWN),jet9_mass
Different values (UP vs DOWN),jet9_muEF
Different values (UP vs DOWN),jet9_neEmEF
Different values (UP vs DOWN),jet9_neHEF
Different values (UP vs DOWN),jet9_phi
Different values (UP vs DOWN),jet9_pt
Different values (UP vs DOWN),jet9_pt_orig
Different values (UP vs DOWN),jet9_rawFactor
Different values (UP vs DOWN),lead_ScEta
Different values (UP vs DOWN),lead_charge
Different values (UP vs DOWN),lead_cutBased
Different values (UP vs DOWN),lead_ecalPFClusterIso
Different values (UP vs DOWN),lead_electronIdx
Different values (UP vs DOWN),lead_electronIdxG
Different values (UP vs DOWN),lead_electronVeto
Different values (UP vs DOWN),lead_energyErr
Different values (UP vs DOWN),lead_energyRaw
Different values (UP vs DOWN),lead_esEffSigmaRR
Different values (UP vs DOWN),lead_esEnergyOverRawE
Different values (UP vs DOWN),lead_eta
Different values (UP vs DOWN),lead_etaWidth
Different values (UP vs DOWN),lead_genPartFlav
Different values (UP vs DOWN),lead_genPartIdx
Different values (UP vs DOWN),lead_genPartIdxG
Different values (UP vs DOWN),lead_haloTaggerMVAVal
Different values (UP vs DOWN),lead_hasConversionTracks
Different values (UP vs DOWN),lead_hcalPFClusterIso
Different values (UP vs DOWN),lead_hoe
Different values (UP vs DOWN),lead_hoe_PUcorr
Different values (UP vs DOWN),lead_isScEtaEB
Different values (UP vs DOWN),lead_isScEtaEE
Different values (UP vs DOWN),lead_jetIdx
Different values (UP vs DOWN),lead_jetIdxG
Different values (UP vs DOWN),lead_mass
Different values (UP vs DOWN),lead_mvaID
Different values (UP vs DOWN),lead_mvaID_WP80
Different values (UP vs DOWN),lead_mvaID_WP90
Different values (UP vs DOWN),lead_pfChargedIso
Different values (UP vs DOWN),lead_pfChargedIsoPFPV
Different values (UP vs DOWN),lead_pfChargedIsoWorstVtx
Different values (UP vs DOWN),lead_pfPhoIso03
Different values (UP vs DOWN),lead_pfRelIso03_all_quadratic
Different values (UP vs DOWN),lead_pfRelIso03_chg_quadratic
Different values (UP vs DOWN),lead_phi
Different values (UP vs DOWN),lead_phiWidth
Different values (UP vs DOWN),lead_pixelSeed
Different values (UP vs DOWN),lead_pt
Different values (UP vs DOWN),lead_pt_raw
Different values (UP vs DOWN),lead_r9
Different values (UP vs DOWN),lead_rho_smear
Different values (UP vs DOWN),lead_s4
Different values (UP vs DOWN),lead_seedGain
Different values (UP vs DOWN),lead_seediEtaOriX
Different values (UP vs DOWN),lead_seediPhiOriY
Different values (UP vs DOWN),lead_sieie
Different values (UP vs DOWN),lead_sieip
Different values (UP vs DOWN),lead_sipip
Different values (UP vs DOWN),lead_trkSumPtHollowConeDR03
Different values (UP vs DOWN),lead_trkSumPtSolidConeDR04
Different values (UP vs DOWN),lead_vetoEELeak
Different values (UP vs DOWN),lead_vidNestedWPBitmap
Different values (UP vs DOWN),lead_x_calo
Different values (UP vs DOWN),lead_y_calo
Different values (UP vs DOWN),lead_z_calo
Different values (UP vs DOWN),lepton1_charge
Different values (UP vs DOWN),lepton1_dxy
Different values (UP vs DOWN),lepton1_dz
Different values (UP vs DOWN),lepton1_eta
Different values (UP vs DOWN),lepton1_genMatched
Different values (UP vs DOWN),lepton1_generation
Different values (UP vs DOWN),lepton1_mass
Different values (UP vs DOWN),lepton1_mvaID
Different values (UP vs DOWN),lepton1_pfIsoId
Different values (UP vs DOWN),lepton1_pfRelIso03_all
Different values (UP vs DOWN),lepton1_pfRelIso04_all
Different values (UP vs DOWN),lepton1_phi
Different values (UP vs DOWN),lepton1_pt
Different values (UP vs DOWN),lepton2_charge
Different values (UP vs DOWN),lepton2_dxy
Different values (UP vs DOWN),lepton2_dz
Different values (UP vs DOWN),lepton2_eta
Different values (UP vs DOWN),lepton2_genMatched
Different values (UP vs DOWN),lepton2_generation
Different values (UP vs DOWN),lepton2_mass
Different values (UP vs DOWN),lepton2_mvaID
Different values (UP vs DOWN),lepton2_pfIsoId
Different values (UP vs DOWN),lepton2_pfRelIso03_all
Different values (UP vs DOWN),lepton2_pfRelIso04_all
Different values (UP vs DOWN),lepton2_phi
Different values (UP vs DOWN),lepton2_pt
Different values (UP vs DOWN),lepton3_charge
Different values (UP vs DOWN),lepton3_dxy
Different values (UP vs DOWN),lepton3_dz
Different values (UP vs DOWN),lepton3_eta
Different values (UP vs DOWN),lepton3_genMatched
Different values (UP vs DOWN),lepton3_generation
Different values (UP vs DOWN),lepton3_mass
Different values (UP vs DOWN),lepton3_mvaID
Different values (UP vs DOWN),lepton3_pfIsoId
Different values (UP vs DOWN),lepton3_pfRelIso03_all
Different values (UP vs DOWN),lepton3_pfRelIso04_all
Different values (UP vs DOWN),lepton3_phi
Different values (UP vs DOWN),lepton3_pt
Different values (UP vs DOWN),lepton4_charge
Different values (UP vs DOWN),lepton4_dxy
Different values (UP vs DOWN),lepton4_dz
Different values (UP vs DOWN),lepton4_eta
Different values (UP vs DOWN),lepton4_genMatched
Different values (UP vs DOWN),lepton4_generation
Different values (UP vs DOWN),lepton4_mass
Different values (UP vs DOWN),lepton4_mvaID
Different values (UP vs DOWN),lepton4_pfIsoId
Different values (UP vs DOWN),lepton4_pfRelIso03_all
Different values (UP vs DOWN),lepton4_pfRelIso04_all
Different values (UP vs DOWN),lepton4_phi
Different values (UP vs DOWN),lepton4_pt
Different values (UP vs DOWN),lumi
Different values (UP vs DOWN),mass
Different values (UP vs DOWN),nBLoose
Different values (UP vs DOWN),nBMedium
Different values (UP vs DOWN),nBTight
Different values (UP vs DOWN),nBXTight
Different values (UP vs DOWN),nBXXTight
Different values (UP vs DOWN),nPV
Different values (UP vs DOWN),n_electrons
Different values (UP vs DOWN),n_electrons_after_dxy_dz_cuts
Different values (UP vs DOWN),n_fatjets
Different values (UP vs DOWN),n_jets
Different values (UP vs DOWN),n_leptons
Different values (UP vs DOWN),n_muons
Different values (UP vs DOWN),n_muons_after_dxy_dz_cuts
Different values (UP vs DOWN),nonResReg_CosThetaStar_CS
Different values (UP vs DOWN),nonResReg_CosThetaStar_gg
Different values (UP vs DOWN),nonResReg_CosThetaStar_jj
Different values (UP vs DOWN),nonResReg_DNNpair_CosThetaStar_CS
Different values (UP vs DOWN),nonResReg_DNNpair_CosThetaStar_gg
Different values (UP vs DOWN),nonResReg_DNNpair_CosThetaStar_jj
Different values (UP vs DOWN),nonResReg_DNNpair_DeltaPhi_j1MET
Different values (UP vs DOWN),nonResReg_DNNpair_DeltaPhi_j2MET
Different values (UP vs DOWN),nonResReg_DNNpair_DeltaR_j1g1
Different values (UP vs DOWN),nonResReg_DNNpair_DeltaR_j1g2
Different values (UP vs DOWN),nonResReg_DNNpair_DeltaR_j2g1
Different values (UP vs DOWN),nonResReg_DNNpair_DeltaR_j2g2
Different values (UP vs DOWN),nonResReg_DNNpair_DeltaR_jg_min
Different values (UP vs DOWN),nonResReg_DNNpair_FirstJet_PtOverM
Different values (UP vs DOWN),nonResReg_DNNpair_HHbbggCandidate_eta
Different values (UP vs DOWN),nonResReg_DNNpair_HHbbggCandidate_mass
Different values (UP vs DOWN),nonResReg_DNNpair_HHbbggCandidate_phi
Different values (UP vs DOWN),nonResReg_DNNpair_HHbbggCandidate_pt
Different values (UP vs DOWN),nonResReg_DNNpair_Higgs_toGG_genMatched
Different values (UP vs DOWN),nonResReg_DNNpair_Higgs_tobb_genMatched
Different values (UP vs DOWN),nonResReg_DNNpair_MET_phiPNetCorr
Different values (UP vs DOWN),nonResReg_DNNpair_MET_ptPNetCorr
Different values (UP vs DOWN),nonResReg_DNNpair_M_X
Different values (UP vs DOWN),nonResReg_DNNpair_SecondJet_PtOverM
Different values (UP vs DOWN),nonResReg_DNNpair_chi_t0
Different values (UP vs DOWN),nonResReg_DNNpair_chi_t1
Different values (UP vs DOWN),nonResReg_DNNpair_dijet_DNNpair_Score
Different values (UP vs DOWN),nonResReg_DNNpair_dijet_charge
Different values (UP vs DOWN),nonResReg_DNNpair_dijet_eta
Different values (UP vs DOWN),nonResReg_DNNpair_dijet_mass
Different values (UP vs DOWN),nonResReg_DNNpair_dijet_mass_DNNreg
Different values (UP vs DOWN),nonResReg_DNNpair_dijet_phi
Different values (UP vs DOWN),nonResReg_DNNpair_dijet_pt
Different values (UP vs DOWN),nonResReg_DNNpair_has_atleast_one_fatjet
Different values (UP vs DOWN),nonResReg_DNNpair_has_two_btagged_jets
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_btagPNetB
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_charge
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_eta
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_genFlav
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_genMatched
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_hFlav
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_jet_idx
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_mass
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_phi
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_pt
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_pt_orig
Different values (UP vs DOWN),nonResReg_DNNpair_lead_bjet_rawFactor
Different values (UP vs DOWN),nonResReg_DNNpair_pholead_PtOverM
Different values (UP vs DOWN),nonResReg_DNNpair_phosublead_PtOverM
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_PNetRegPtRawCorr
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_PNetRegPtRawCorrNeutrino
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_PNetRegPtRawRes
Different values (UP vs DOWN),nonResReg_DNNpair_sublead_bjet_btagPNetB
