category,value
Common columns (UP & DOWN),jet10_muEF
Common columns (UP & DOWN),jet10_neEmEF
Common columns (UP & DOWN),jet10_neHEF
Common columns (UP & DOWN),jet10_phi
Common columns (UP & DOWN),jet10_pt
Common columns (UP & DOWN),jet10_pt_orig
Common columns (UP & DOWN),jet10_rawFactor
Common columns (UP & DOWN),jet1_PNetRegPtRawCorr
Common columns (UP & DOWN),jet1_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet1_PNetRegPtRawRes
Common columns (UP & DOWN),jet1_btagDeepFlav_B
Common columns (UP & DOWN),jet1_btagDeepFlav_CvB
Common columns (UP & DOWN),jet1_btagDeepFlav_CvL
Common columns (UP & DOWN),jet1_btagDeepFlav_QG
Common columns (UP & DOWN),jet1_btagPNetB
Common columns (UP & DOWN),jet1_btagPNetQvG
Common columns (UP & DOWN),jet1_btagRobustParTAK4B
Common columns (UP & DOWN),jet1_btagRobustParTAK4QG
Common columns (UP & DOWN),jet1_chEmEF
Common columns (UP & DOWN),jet1_charge
Common columns (UP & DOWN),jet1_eta
Common columns (UP & DOWN),jet1_genFlav
Common columns (UP & DOWN),jet1_genMatched
Common columns (UP & DOWN),jet1_hFlav
Common columns (UP & DOWN),jet1_index
Common columns (UP & DOWN),jet1_jetId
Common columns (UP & DOWN),jet1_mass
Common columns (UP & DOWN),jet1_muEF
Common columns (UP & DOWN),jet1_neEmEF
Common columns (UP & DOWN),jet1_neHEF
Common columns (UP & DOWN),jet1_phi
Common columns (UP & DOWN),jet1_pt
Common columns (UP & DOWN),jet1_pt_orig
Common columns (UP & DOWN),jet1_rawFactor
Common columns (UP & DOWN),jet2_PNetRegPtRawCorr
Common columns (UP & DOWN),jet2_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet2_PNetRegPtRawRes
Common columns (UP & DOWN),jet2_btagDeepFlav_B
Common columns (UP & DOWN),jet2_btagDeepFlav_CvB
Common columns (UP & DOWN),jet2_btagDeepFlav_CvL
Common columns (UP & DOWN),jet2_btagDeepFlav_QG
Common columns (UP & DOWN),jet2_btagPNetB
Common columns (UP & DOWN),jet2_btagPNetQvG
Common columns (UP & DOWN),jet2_btagRobustParTAK4B
Common columns (UP & DOWN),jet2_btagRobustParTAK4QG
Common columns (UP & DOWN),jet2_chEmEF
Common columns (UP & DOWN),jet2_charge
Common columns (UP & DOWN),jet2_eta
Common columns (UP & DOWN),jet2_genFlav
Common columns (UP & DOWN),jet2_genMatched
Common columns (UP & DOWN),jet2_hFlav
Common columns (UP & DOWN),jet2_index
Common columns (UP & DOWN),jet2_jetId
Common columns (UP & DOWN),jet2_mass
Common columns (UP & DOWN),jet2_muEF
Common columns (UP & DOWN),jet2_neEmEF
Common columns (UP & DOWN),jet2_neHEF
Common columns (UP & DOWN),jet2_phi
Common columns (UP & DOWN),jet2_pt
Common columns (UP & DOWN),jet2_pt_orig
Common columns (UP & DOWN),jet2_rawFactor
Common columns (UP & DOWN),jet3_PNetRegPtRawCorr
Common columns (UP & DOWN),jet3_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet3_PNetRegPtRawRes
Common columns (UP & DOWN),jet3_btagDeepFlav_B
Common columns (UP & DOWN),jet3_btagDeepFlav_CvB
Common columns (UP & DOWN),jet3_btagDeepFlav_CvL
Common columns (UP & DOWN),jet3_btagDeepFlav_QG
Common columns (UP & DOWN),jet3_btagPNetB
Common columns (UP & DOWN),jet3_btagPNetQvG
Common columns (UP & DOWN),jet3_btagRobustParTAK4B
Common columns (UP & DOWN),jet3_btagRobustParTAK4QG
Common columns (UP & DOWN),jet3_chEmEF
Common columns (UP & DOWN),jet3_charge
Common columns (UP & DOWN),jet3_eta
Common columns (UP & DOWN),jet3_genFlav
Common columns (UP & DOWN),jet3_genMatched
Common columns (UP & DOWN),jet3_hFlav
Common columns (UP & DOWN),jet3_index
Common columns (UP & DOWN),jet3_jetId
Common columns (UP & DOWN),jet3_mass
Common columns (UP & DOWN),jet3_muEF
Common columns (UP & DOWN),jet3_neEmEF
Common columns (UP & DOWN),jet3_neHEF
Common columns (UP & DOWN),jet3_phi
Common columns (UP & DOWN),jet3_pt
Common columns (UP & DOWN),jet3_pt_orig
Common columns (UP & DOWN),jet3_rawFactor
Common columns (UP & DOWN),jet4_PNetRegPtRawCorr
Common columns (UP & DOWN),jet4_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet4_PNetRegPtRawRes
Common columns (UP & DOWN),jet4_btagDeepFlav_B
Common columns (UP & DOWN),jet4_btagDeepFlav_CvB
Common columns (UP & DOWN),jet4_btagDeepFlav_CvL
Common columns (UP & DOWN),jet4_btagDeepFlav_QG
Common columns (UP & DOWN),jet4_btagPNetB
Common columns (UP & DOWN),jet4_btagPNetQvG
Common columns (UP & DOWN),jet4_btagRobustParTAK4B
Common columns (UP & DOWN),jet4_btagRobustParTAK4QG
Common columns (UP & DOWN),jet4_chEmEF
Common columns (UP & DOWN),jet4_charge
Common columns (UP & DOWN),jet4_eta
Common columns (UP & DOWN),jet4_genFlav
Common columns (UP & DOWN),jet4_genMatched
Common columns (UP & DOWN),jet4_hFlav
Common columns (UP & DOWN),jet4_index
Common columns (UP & DOWN),jet4_jetId
Common columns (UP & DOWN),jet4_mass
Common columns (UP & DOWN),jet4_muEF
Common columns (UP & DOWN),jet4_neEmEF
Common columns (UP & DOWN),jet4_neHEF
Common columns (UP & DOWN),jet4_phi
Common columns (UP & DOWN),jet4_pt
Common columns (UP & DOWN),jet4_pt_orig
Common columns (UP & DOWN),jet4_rawFactor
Common columns (UP & DOWN),jet5_PNetRegPtRawCorr
Common columns (UP & DOWN),jet5_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet5_PNetRegPtRawRes
Common columns (UP & DOWN),jet5_btagDeepFlav_B
Common columns (UP & DOWN),jet5_btagDeepFlav_CvB
Common columns (UP & DOWN),jet5_btagDeepFlav_CvL
Common columns (UP & DOWN),jet5_btagDeepFlav_QG
Common columns (UP & DOWN),jet5_btagPNetB
Common columns (UP & DOWN),jet5_btagPNetQvG
Common columns (UP & DOWN),jet5_btagRobustParTAK4B
Common columns (UP & DOWN),jet5_btagRobustParTAK4QG
Common columns (UP & DOWN),jet5_chEmEF
Common columns (UP & DOWN),jet5_charge
Common columns (UP & DOWN),jet5_eta
Common columns (UP & DOWN),jet5_genFlav
Common columns (UP & DOWN),jet5_genMatched
Common columns (UP & DOWN),jet5_hFlav
Common columns (UP & DOWN),jet5_index
Common columns (UP & DOWN),jet5_jetId
Common columns (UP & DOWN),jet5_mass
Common columns (UP & DOWN),jet5_muEF
Common columns (UP & DOWN),jet5_neEmEF
Common columns (UP & DOWN),jet5_neHEF
Common columns (UP & DOWN),jet5_phi
Common columns (UP & DOWN),jet5_pt
Common columns (UP & DOWN),jet5_pt_orig
Common columns (UP & DOWN),jet5_rawFactor
Common columns (UP & DOWN),jet6_PNetRegPtRawCorr
Common columns (UP & DOWN),jet6_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet6_PNetRegPtRawRes
Common columns (UP & DOWN),jet6_btagDeepFlav_B
Common columns (UP & DOWN),jet6_btagDeepFlav_CvB
Common columns (UP & DOWN),jet6_btagDeepFlav_CvL
Common columns (UP & DOWN),jet6_btagDeepFlav_QG
Common columns (UP & DOWN),jet6_btagPNetB
Common columns (UP & DOWN),jet6_btagPNetQvG
Common columns (UP & DOWN),jet6_btagRobustParTAK4B
Common columns (UP & DOWN),jet6_btagRobustParTAK4QG
Common columns (UP & DOWN),jet6_chEmEF
Common columns (UP & DOWN),jet6_charge
Common columns (UP & DOWN),jet6_eta
Common columns (UP & DOWN),jet6_genFlav
Common columns (UP & DOWN),jet6_genMatched
Common columns (UP & DOWN),jet6_hFlav
Common columns (UP & DOWN),jet6_index
Common columns (UP & DOWN),jet6_jetId
Common columns (UP & DOWN),jet6_mass
Common columns (UP & DOWN),jet6_muEF
Common columns (UP & DOWN),jet6_neEmEF
Common columns (UP & DOWN),jet6_neHEF
Common columns (UP & DOWN),jet6_phi
Common columns (UP & DOWN),jet6_pt
Common columns (UP & DOWN),jet6_pt_orig
Common columns (UP & DOWN),jet6_rawFactor
Common columns (UP & DOWN),jet7_PNetRegPtRawCorr
Common columns (UP & DOWN),jet7_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet7_PNetRegPtRawRes
Common columns (UP & DOWN),jet7_btagDeepFlav_B
Common columns (UP & DOWN),jet7_btagDeepFlav_CvB
Common columns (UP & DOWN),jet7_btagDeepFlav_CvL
Common columns (UP & DOWN),jet7_btagDeepFlav_QG
Common columns (UP & DOWN),jet7_btagPNetB
Common columns (UP & DOWN),jet7_btagPNetQvG
Common columns (UP & DOWN),jet7_btagRobustParTAK4B
Common columns (UP & DOWN),jet7_btagRobustParTAK4QG
Common columns (UP & DOWN),jet7_chEmEF
Common columns (UP & DOWN),jet7_charge
Common columns (UP & DOWN),jet7_eta
Common columns (UP & DOWN),jet7_genFlav
Common columns (UP & DOWN),jet7_genMatched
Common columns (UP & DOWN),jet7_hFlav
Common columns (UP & DOWN),jet7_index
Common columns (UP & DOWN),jet7_jetId
Common columns (UP & DOWN),jet7_mass
Common columns (UP & DOWN),jet7_muEF
Common columns (UP & DOWN),jet7_neEmEF
Common columns (UP & DOWN),jet7_neHEF
Common columns (UP & DOWN),jet7_phi
Common columns (UP & DOWN),jet7_pt
Common columns (UP & DOWN),jet7_pt_orig
Common columns (UP & DOWN),jet7_rawFactor
Common columns (UP & DOWN),jet8_PNetRegPtRawCorr
Common columns (UP & DOWN),jet8_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet8_PNetRegPtRawRes
Common columns (UP & DOWN),jet8_btagDeepFlav_B
Common columns (UP & DOWN),jet8_btagDeepFlav_CvB
Common columns (UP & DOWN),jet8_btagDeepFlav_CvL
Common columns (UP & DOWN),jet8_btagDeepFlav_QG
Common columns (UP & DOWN),jet8_btagPNetB
Common columns (UP & DOWN),jet8_btagPNetQvG
Common columns (UP & DOWN),jet8_btagRobustParTAK4B
Common columns (UP & DOWN),jet8_btagRobustParTAK4QG
Common columns (UP & DOWN),jet8_chEmEF
Common columns (UP & DOWN),jet8_charge
Common columns (UP & DOWN),jet8_eta
Common columns (UP & DOWN),jet8_genFlav
Common columns (UP & DOWN),jet8_genMatched
Common columns (UP & DOWN),jet8_hFlav
Common columns (UP & DOWN),jet8_index
Common columns (UP & DOWN),jet8_jetId
Common columns (UP & DOWN),jet8_mass
Common columns (UP & DOWN),jet8_muEF
Common columns (UP & DOWN),jet8_neEmEF
Common columns (UP & DOWN),jet8_neHEF
Common columns (UP & DOWN),jet8_phi
Common columns (UP & DOWN),jet8_pt
Common columns (UP & DOWN),jet8_pt_orig
Common columns (UP & DOWN),jet8_rawFactor
Common columns (UP & DOWN),jet9_PNetRegPtRawCorr
Common columns (UP & DOWN),jet9_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),jet9_PNetRegPtRawRes
Common columns (UP & DOWN),jet9_btagDeepFlav_B
Common columns (UP & DOWN),jet9_btagDeepFlav_CvB
Common columns (UP & DOWN),jet9_btagDeepFlav_CvL
Common columns (UP & DOWN),jet9_btagDeepFlav_QG
Common columns (UP & DOWN),jet9_btagPNetB
Common columns (UP & DOWN),jet9_btagPNetQvG
Common columns (UP & DOWN),jet9_btagRobustParTAK4B
Common columns (UP & DOWN),jet9_btagRobustParTAK4QG
Common columns (UP & DOWN),jet9_chEmEF
Common columns (UP & DOWN),jet9_charge
Common columns (UP & DOWN),jet9_eta
Common columns (UP & DOWN),jet9_genFlav
Common columns (UP & DOWN),jet9_genMatched
Common columns (UP & DOWN),jet9_hFlav
Common columns (UP & DOWN),jet9_index
Common columns (UP & DOWN),jet9_jetId
Common columns (UP & DOWN),jet9_mass
Common columns (UP & DOWN),jet9_muEF
Common columns (UP & DOWN),jet9_neEmEF
Common columns (UP & DOWN),jet9_neHEF
Common columns (UP & DOWN),jet9_phi
Common columns (UP & DOWN),jet9_pt
Common columns (UP & DOWN),jet9_pt_orig
Common columns (UP & DOWN),jet9_rawFactor
Common columns (UP & DOWN),lead_ScEta
Common columns (UP & DOWN),lead_charge
Common columns (UP & DOWN),lead_cutBased
Common columns (UP & DOWN),lead_ecalPFClusterIso
Common columns (UP & DOWN),lead_electronIdx
Common columns (UP & DOWN),lead_electronIdxG
Common columns (UP & DOWN),lead_electronVeto
Common columns (UP & DOWN),lead_energyErr
Common columns (UP & DOWN),lead_energyRaw
Common columns (UP & DOWN),lead_esEffSigmaRR
Common columns (UP & DOWN),lead_esEnergyOverRawE
Common columns (UP & DOWN),lead_eta
Common columns (UP & DOWN),lead_etaWidth
Common columns (UP & DOWN),lead_genPartFlav
Common columns (UP & DOWN),lead_genPartIdx
Common columns (UP & DOWN),lead_genPartIdxG
Common columns (UP & DOWN),lead_haloTaggerMVAVal
Common columns (UP & DOWN),lead_hasConversionTracks
Common columns (UP & DOWN),lead_hcalPFClusterIso
Common columns (UP & DOWN),lead_hoe
Common columns (UP & DOWN),lead_hoe_PUcorr
Common columns (UP & DOWN),lead_isScEtaEB
Common columns (UP & DOWN),lead_isScEtaEE
Common columns (UP & DOWN),lead_jetIdx
Common columns (UP & DOWN),lead_jetIdxG
Common columns (UP & DOWN),lead_mass
Common columns (UP & DOWN),lead_mvaID
Common columns (UP & DOWN),lead_mvaID_WP80
Common columns (UP & DOWN),lead_mvaID_WP90
Common columns (UP & DOWN),lead_pfChargedIso
Common columns (UP & DOWN),lead_pfChargedIsoPFPV
Common columns (UP & DOWN),lead_pfChargedIsoWorstVtx
Common columns (UP & DOWN),lead_pfPhoIso03
Common columns (UP & DOWN),lead_pfRelIso03_all_quadratic
Common columns (UP & DOWN),lead_pfRelIso03_chg_quadratic
Common columns (UP & DOWN),lead_phi
Common columns (UP & DOWN),lead_phiWidth
Common columns (UP & DOWN),lead_pixelSeed
Common columns (UP & DOWN),lead_pt
Common columns (UP & DOWN),lead_pt_raw
Common columns (UP & DOWN),lead_r9
Common columns (UP & DOWN),lead_rho_smear
Common columns (UP & DOWN),lead_s4
Common columns (UP & DOWN),lead_seedGain
Common columns (UP & DOWN),lead_seediEtaOriX
Common columns (UP & DOWN),lead_seediPhiOriY
Common columns (UP & DOWN),lead_sieie
Common columns (UP & DOWN),lead_sieip
Common columns (UP & DOWN),lead_sipip
Common columns (UP & DOWN),lead_trkSumPtHollowConeDR03
Common columns (UP & DOWN),lead_trkSumPtSolidConeDR04
Common columns (UP & DOWN),lead_vetoEELeak
Common columns (UP & DOWN),lead_vidNestedWPBitmap
Common columns (UP & DOWN),lead_x_calo
Common columns (UP & DOWN),lead_y_calo
Common columns (UP & DOWN),lead_z_calo
Common columns (UP & DOWN),lepton1_charge
Common columns (UP & DOWN),lepton1_dxy
Common columns (UP & DOWN),lepton1_dz
Common columns (UP & DOWN),lepton1_eta
Common columns (UP & DOWN),lepton1_genMatched
Common columns (UP & DOWN),lepton1_generation
Common columns (UP & DOWN),lepton1_mass
Common columns (UP & DOWN),lepton1_mvaID
Common columns (UP & DOWN),lepton1_pfIsoId
Common columns (UP & DOWN),lepton1_pfRelIso03_all
Common columns (UP & DOWN),lepton1_pfRelIso04_all
Common columns (UP & DOWN),lepton1_phi
Common columns (UP & DOWN),lepton1_pt
Common columns (UP & DOWN),lepton2_charge
Common columns (UP & DOWN),lepton2_dxy
Common columns (UP & DOWN),lepton2_dz
Common columns (UP & DOWN),lepton2_eta
Common columns (UP & DOWN),lepton2_genMatched
Common columns (UP & DOWN),lepton2_generation
Common columns (UP & DOWN),lepton2_mass
Common columns (UP & DOWN),lepton2_mvaID
Common columns (UP & DOWN),lepton2_pfIsoId
Common columns (UP & DOWN),lepton2_pfRelIso03_all
Common columns (UP & DOWN),lepton2_pfRelIso04_all
Common columns (UP & DOWN),lepton2_phi
Common columns (UP & DOWN),lepton2_pt
Common columns (UP & DOWN),lepton3_charge
Common columns (UP & DOWN),lepton3_dxy
Common columns (UP & DOWN),lepton3_dz
Common columns (UP & DOWN),lepton3_eta
Common columns (UP & DOWN),lepton3_genMatched
Common columns (UP & DOWN),lepton3_generation
Common columns (UP & DOWN),lepton3_mass
Common columns (UP & DOWN),lepton3_mvaID
Common columns (UP & DOWN),lepton3_pfIsoId
Common columns (UP & DOWN),lepton3_pfRelIso03_all
Common columns (UP & DOWN),lepton3_pfRelIso04_all
Common columns (UP & DOWN),lepton3_phi
Common columns (UP & DOWN),lepton3_pt
Common columns (UP & DOWN),lepton4_charge
Common columns (UP & DOWN),lepton4_dxy
Common columns (UP & DOWN),lepton4_dz
Common columns (UP & DOWN),lepton4_eta
Common columns (UP & DOWN),lepton4_genMatched
Common columns (UP & DOWN),lepton4_generation
Common columns (UP & DOWN),lepton4_mass
Common columns (UP & DOWN),lepton4_mvaID
Common columns (UP & DOWN),lepton4_pfIsoId
Common columns (UP & DOWN),lepton4_pfRelIso03_all
Common columns (UP & DOWN),lepton4_pfRelIso04_all
Common columns (UP & DOWN),lepton4_phi
Common columns (UP & DOWN),lepton4_pt
Common columns (UP & DOWN),lumi
Common columns (UP & DOWN),mass
Common columns (UP & DOWN),nBLoose
Common columns (UP & DOWN),nBMedium
Common columns (UP & DOWN),nBTight
Common columns (UP & DOWN),nBXTight
Common columns (UP & DOWN),nBXXTight
Common columns (UP & DOWN),nPV
Common columns (UP & DOWN),n_electrons
Common columns (UP & DOWN),n_electrons_after_dxy_dz_cuts
Common columns (UP & DOWN),n_fatjets
Common columns (UP & DOWN),n_jets
Common columns (UP & DOWN),n_leptons
Common columns (UP & DOWN),n_muons
Common columns (UP & DOWN),n_muons_after_dxy_dz_cuts
Common columns (UP & DOWN),nonResReg_CosThetaStar_CS
Common columns (UP & DOWN),nonResReg_CosThetaStar_gg
Common columns (UP & DOWN),nonResReg_CosThetaStar_jj
Common columns (UP & DOWN),nonResReg_DNNpair_CosThetaStar_CS
Common columns (UP & DOWN),nonResReg_DNNpair_CosThetaStar_gg
Common columns (UP & DOWN),nonResReg_DNNpair_CosThetaStar_jj
Common columns (UP & DOWN),nonResReg_DNNpair_DeltaPhi_j1MET
Common columns (UP & DOWN),nonResReg_DNNpair_DeltaPhi_j2MET
Common columns (UP & DOWN),nonResReg_DNNpair_DeltaR_j1g1
Common columns (UP & DOWN),nonResReg_DNNpair_DeltaR_j1g2
Common columns (UP & DOWN),nonResReg_DNNpair_DeltaR_j2g1
Common columns (UP & DOWN),nonResReg_DNNpair_DeltaR_j2g2
Common columns (UP & DOWN),nonResReg_DNNpair_DeltaR_jg_min
Common columns (UP & DOWN),nonResReg_DNNpair_FirstJet_PtOverM
Common columns (UP & DOWN),nonResReg_DNNpair_HHbbggCandidate_eta
Common columns (UP & DOWN),nonResReg_DNNpair_HHbbggCandidate_mass
Common columns (UP & DOWN),nonResReg_DNNpair_HHbbggCandidate_phi
Common columns (UP & DOWN),nonResReg_DNNpair_HHbbggCandidate_pt
Common columns (UP & DOWN),nonResReg_DNNpair_Higgs_toGG_genMatched
Common columns (UP & DOWN),nonResReg_DNNpair_Higgs_tobb_genMatched
Common columns (UP & DOWN),nonResReg_DNNpair_MET_phiPNetCorr
Common columns (UP & DOWN),nonResReg_DNNpair_MET_ptPNetCorr
Common columns (UP & DOWN),nonResReg_DNNpair_M_X
Common columns (UP & DOWN),nonResReg_DNNpair_SecondJet_PtOverM
Common columns (UP & DOWN),nonResReg_DNNpair_chi_t0
Common columns (UP & DOWN),nonResReg_DNNpair_chi_t1
Common columns (UP & DOWN),nonResReg_DNNpair_dijet_DNNpair_Score
Common columns (UP & DOWN),nonResReg_DNNpair_dijet_charge
Common columns (UP & DOWN),nonResReg_DNNpair_dijet_eta
Common columns (UP & DOWN),nonResReg_DNNpair_dijet_mass
Common columns (UP & DOWN),nonResReg_DNNpair_dijet_mass_DNNreg
Common columns (UP & DOWN),nonResReg_DNNpair_dijet_phi
Common columns (UP & DOWN),nonResReg_DNNpair_dijet_pt
Common columns (UP & DOWN),nonResReg_DNNpair_has_atleast_one_fatjet
Common columns (UP & DOWN),nonResReg_DNNpair_has_two_btagged_jets
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_PNetRegPtRawCorr
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_PNetRegPtRawRes
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_btagPNetB
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_charge
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_eta
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_genFlav
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_genMatched
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_hFlav
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_jet_idx
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_mass
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_phi
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_pt
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_pt_orig
Common columns (UP & DOWN),nonResReg_DNNpair_lead_bjet_rawFactor
Common columns (UP & DOWN),nonResReg_DNNpair_pholead_PtOverM
Common columns (UP & DOWN),nonResReg_DNNpair_phosublead_PtOverM
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_PNetRegPtRawCorr
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_PNetRegPtRawRes
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_btagPNetB
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_charge
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_eta
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_genFlav
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_genMatched
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_hFlav
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_jet_idx
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_mass
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_phi
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_pt
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_pt_orig
Common columns (UP & DOWN),nonResReg_DNNpair_sublead_bjet_rawFactor
Common columns (UP & DOWN),nonResReg_DeltaPhi_j1MET
Common columns (UP & DOWN),nonResReg_DeltaPhi_j2MET
Common columns (UP & DOWN),nonResReg_DeltaR_j1g1
Common columns (UP & DOWN),nonResReg_DeltaR_j1g2
Common columns (UP & DOWN),nonResReg_DeltaR_j2g1
Common columns (UP & DOWN),nonResReg_DeltaR_j2g2
Common columns (UP & DOWN),nonResReg_DeltaR_jg_min
Common columns (UP & DOWN),nonResReg_FirstJet_PtOverM
Common columns (UP & DOWN),nonResReg_HHbbggCandidate_eta
Common columns (UP & DOWN),nonResReg_HHbbggCandidate_mass
Common columns (UP & DOWN),nonResReg_HHbbggCandidate_phi
Common columns (UP & DOWN),nonResReg_HHbbggCandidate_pt
Common columns (UP & DOWN),nonResReg_Higgs_toGG_genMatched
Common columns (UP & DOWN),nonResReg_Higgs_tobb_genMatched
Common columns (UP & DOWN),nonResReg_MET_phiPNetCorr
Common columns (UP & DOWN),nonResReg_MET_ptPNetCorr
Common columns (UP & DOWN),nonResReg_M_X
Common columns (UP & DOWN),nonResReg_SecondJet_PtOverM
Common columns (UP & DOWN),nonResReg_chi_t0
Common columns (UP & DOWN),nonResReg_chi_t1
Common columns (UP & DOWN),nonResReg_dijet_charge
Common columns (UP & DOWN),nonResReg_dijet_eta
Common columns (UP & DOWN),nonResReg_dijet_mass
Common columns (UP & DOWN),nonResReg_dijet_mass_DNNreg
Common columns (UP & DOWN),nonResReg_dijet_phi
Common columns (UP & DOWN),nonResReg_dijet_pt
Common columns (UP & DOWN),nonResReg_has_atleast_one_fatjet
Common columns (UP & DOWN),nonResReg_has_two_btagged_jets
Common columns (UP & DOWN),nonResReg_lead_bjet_PNetRegPtRawCorr
Common columns (UP & DOWN),nonResReg_lead_bjet_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),nonResReg_lead_bjet_PNetRegPtRawRes
Common columns (UP & DOWN),nonResReg_lead_bjet_btagPNetB
Common columns (UP & DOWN),nonResReg_lead_bjet_charge
Common columns (UP & DOWN),nonResReg_lead_bjet_eta
Common columns (UP & DOWN),nonResReg_lead_bjet_genFlav
Common columns (UP & DOWN),nonResReg_lead_bjet_genMatched
Common columns (UP & DOWN),nonResReg_lead_bjet_hFlav
Common columns (UP & DOWN),nonResReg_lead_bjet_jet_idx
Common columns (UP & DOWN),nonResReg_lead_bjet_mass
Common columns (UP & DOWN),nonResReg_lead_bjet_phi
Common columns (UP & DOWN),nonResReg_lead_bjet_pt
Common columns (UP & DOWN),nonResReg_lead_bjet_pt_orig
Common columns (UP & DOWN),nonResReg_lead_bjet_rawFactor
Common columns (UP & DOWN),nonResReg_pholead_PtOverM
Common columns (UP & DOWN),nonResReg_phosublead_PtOverM
Common columns (UP & DOWN),nonResReg_sublead_bjet_PNetRegPtRawCorr
Common columns (UP & DOWN),nonResReg_sublead_bjet_PNetRegPtRawCorrNeutrino
Common columns (UP & DOWN),nonResReg_sublead_bjet_PNetRegPtRawRes
Common columns (UP & DOWN),nonResReg_sublead_bjet_btagPNetB
Common columns (UP & DOWN),nonResReg_sublead_bjet_charge
Common columns (UP & DOWN),nonResReg_sublead_bjet_eta
Common columns (UP & DOWN),nonResReg_sublead_bjet_genFlav
Common columns (UP & DOWN),nonResReg_sublead_bjet_genMatched
Common columns (UP & DOWN),nonResReg_sublead_bjet_hFlav
Common columns (UP & DOWN),nonResReg_sublead_bjet_jet_idx
Common columns (UP & DOWN),nonResReg_sublead_bjet_mass
Common columns (UP & DOWN),nonResReg_sublead_bjet_phi
Common columns (UP & DOWN),nonResReg_sublead_bjet_pt
Common columns (UP & DOWN),nonResReg_sublead_bjet_pt_orig
Common columns (UP & DOWN),nonResReg_sublead_bjet_rawFactor
Common columns (UP & DOWN),nonRes_CosThetaStar_CS
Common columns (UP & DOWN),nonRes_CosThetaStar_gg
Common columns (UP & DOWN),nonRes_CosThetaStar_jj
Common columns (UP & DOWN),nonRes_DeltaPhi_j1MET
Common columns (UP & DOWN),nonRes_DeltaPhi_j2MET
Common columns (UP & DOWN),nonRes_DeltaR_j1g1
Common columns (UP & DOWN),nonRes_DeltaR_j1g2
Common columns (UP & DOWN),nonRes_DeltaR_j2g1
Common columns (UP & DOWN),nonRes_DeltaR_j2g2
Common columns (UP & DOWN),nonRes_DeltaR_jg_min
Common columns (UP & DOWN),nonRes_FirstJet_PtOverM
Common columns (UP & DOWN),nonRes_HHbbggCandidate_eta
Common columns (UP & DOWN),nonRes_HHbbggCandidate_mass
Common columns (UP & DOWN),nonRes_HHbbggCandidate_phi
Common columns (UP & DOWN),nonRes_HHbbggCandidate_pt
Common columns (UP & DOWN),nonRes_Higgs_toGG_genMatched
Common columns (UP & DOWN),nonRes_Higgs_tobb_genMatched
Common columns (UP & DOWN),nonRes_MET_phiPNetCorr
Common columns (UP & DOWN),nonRes_MET_ptPNetCorr
Common columns (UP & DOWN),nonRes_M_X
Common columns (UP & DOWN),nonRes_SecondJet_PtOverM
Common columns (UP & DOWN),nonRes_chi_t0
Common columns (UP & DOWN),nonRes_chi_t1
Common columns (UP & DOWN),nonRes_dijet_charge
Common columns (UP & DOWN),nonRes_dijet_eta
